participant_id,comparison_id,prefers_w_word,preference_strength,word
9,control_00056,1,7,control
9,not_2047,1,6,not
9,just_e_3966,1,5,just
9,only_2678,1,7,only
9,not_1406,1,6,not
9,not_2160,1,6,not
9,not_2497,1,6,not
9,just_e_9397,1,5,just
9,control_00041,1,7,control
9,just_e_9416,1,7,just
9,control_00053,1,7,control
9,not_1761,1,6,not
9,not_2138,1,7,not
9,control_00039,1,7,control
9,only_4172,0,4,only
9,just_j_7614,1,7,just
9,just_e_5758,0,4,just
9,not_1385,1,6,not
9,not_1754,1,7,not
9,just_e_5473,1,5,just
9,just_j_8556,1,7,just
9,control_00040,1,7,control
9,just_j_11362,1,6,just
9,only_3896,-1,3,only
9,control_00045,1,7,control
9,control_00035,1,7,control
9,not_2148,1,6,not
9,not_1804,1,6,not
9,control_00043,1,7,control
9,control_00054,1,7,control
9,just_j_498,1,6,just
9,not_1608,1,7,not
9,control_00049,1,7,control
9,not_1760,1,7,not
9,just_e_569,1,7,just
9,just_e_472,1,6,just
9,only_4003,-1,2,only
9,only_2627,0,4,only
9,not_1774,1,7,not
9,just_e_6664,1,5,just
9,not_1353,1,7,not
9,just_e_4966,1,6,just
9,just_e_12686,1,7,just
9,control_00050,1,7,control
9,not_2142,1,7,not
9,just_j_10555,0,4,just
9,only_3483,-1,2,only
9,only_3792,0,4,only
9,not_2551,1,7,not
9,not_1819,1,6,not
9,only_3779,1,7,only
9,only_3385,-1,2,only
9,not_1663,1,6,not
9,control_00048,1,7,control
9,just_j_8362,1,7,just
9,only_3999,0,4,only
9,not_2405,1,7,not
9,only_3843,1,6,only
9,not_1668,1,7,not
9,control_00031,1,7,control
9,only_3568,1,6,only
9,not_1270,1,7,not
9,only_2695,1,6,only
9,just_e_4632,1,5,just
9,only_2703,-1,1,only
9,control_00036,1,7,control
9,control_00059,1,7,control
9,just_j_2522,1,6,just
9,only_3332,1,7,only
9,just_j_8648,1,6,just
9,only_3465,1,6,only
9,only_2470,-1,3,only
9,only_3340,-1,3,only
9,not_2456,1,6,not
9,only_3867,0,4,only
9,only_3302,1,6,only
9,just_e_1246,1,7,just
9,control_00052,1,7,control
9,only_3392,1,7,only
9,not_2378,1,7,not
9,control_00044,1,7,control
9,just_e_2762,1,7,just
9,not_2168,1,7,not
9,control_00038,1,7,control
9,control_00047,1,7,control
9,just_j_5388,1,7,just
9,just_e_2798,1,7,just
9,just_e_5739,1,6,just
9,control_00051,1,7,control
9,just_e_1267,1,7,just
9,just_e_6323,-1,2,just
9,not_2698,1,6,not
9,not_1286,1,6,not
9,just_j_2485,1,6,just
9,just_j_2401,1,6,just
9,control_00058,1,7,control
